Contractor,Contract_Number,Effective_Date,Contract Line Item Number (CLIN),UNSPSC Code (Version 11),Manufacturer_Part_Number,Manufacturer,SKUNum_ItemNum,Item_Name,Item_Description,Unit_of_Measure,Quantity_in_Unit_of_Measure,List_Price_MSRP,Contract_Unit_Price,Contract_Discount,Front_End_Category,Category,Sub_Category,defaultImageId,NewImageName,AmazonProductID,AmazonNumOfStars,IS DUPLICATE,popular
TIG,1-13-70-01B,5/5/2016,1017b,,470-AANW,DELL,470-AANW,DiplayPort to DVI (Dual-Link),DiplayPort to DVI (Dual-Link),EACH,1,$139.99 ,$95.19 ,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,103,B019VPTGK4,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1006b,,"470-ABLQ, 555- BCMT",DELL,"470-ABLQ, 555- BCMT",Intel® Dual Band Wireless 8260 (802.11ac) + Bluetooth,Intel® Dual Band Wireless 8260 (802.11ac) + Bluetooth,EACH,1,$53.00 ,$36.04 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,101,B0197W86IE,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1021c,,490-BCPF,DELL,490-BCPF,"AMD Radeon™ R7 350X, 4GB, HH (DP, SL-DVI-I)","AMD Radeon™ R7 350X, 4GB, HH (DP, SL-DVI-I)",EACH,1,$180.00 ,$122.40 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,108,B00FRHIIPK,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1092,,"391-BCNF, 490-
BCTH",DELL,"391-BCNF, 490-
BCTH",4K TOUCH LCD,4K TOUCH LCD,EACH,1,$685.00 ,$465.80 ,0.32,Accessories,OPTION UPGRADES,All In One Options Upgrades,13131,104,B012AQIOXQ,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1003c,,490-BCYL,DELL,490-BCYL,AMD Radeon™ R5 340X (2GB DP/DVI-I),AMD Radeon™ R5 340X (2GB DP/DVI-I),EACH,1,$110.00 ,$74.80 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,107,B00FRHIIPK,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1073,,490-BCYM,DELL,490-BCYM,"AMD Radeon™ R7 350X, 4GB (DP, SL-DVI-I)","AMD Radeon™ R7 350X, 4GB (DP, SL-DVI-I)",EACH,1,$180.00 ,$122.40 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,102,B00FLMKI9A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1042b,,540-BBHC,DELL,540-BBHC,"Intel® X540-T2 10GbE NIC, Dual Port, Copper","Intel® X540-T2 10GbE NIC, Dual Port, Copper",EACH,1,$450.00 ,$306.00 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,105,B0077CS9UM,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1043b,,555-BBGR,DELL,555-BBGR,Dell Wireless 1540 802.11 a/g/n PCIe,Dell Wireless 1540 802.11 a/g/n PCIe,EACH,1,$49.00 ,$33.32 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,106,B009IA7O16,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1060a,,575-BBHC,DELL,575-BBHC,Opti Micro VESA Mount,Opti Micro VESA Mount,EACH,1,$28.57 ,$19.43 ,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,13131,106,B00UX25VWM,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1059a,,575-BBHE,DELL,575-BBHE,Dell OptiPlex Micro AIO Stand,Dell OptiPlex Micro AIO Stand,EACH,1,$92.86 ,$63.14 ,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,13131,110,B010ODGRX6,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1061a,,575-BBHF,DELL,575-BBHF,Opti Micro Dual VESA Mount,Opti Micro Dual VESA Mount,EACH,1,$35.71 ,$24.28 ,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1063a,,575-BBHH,DELL,575-BBHH,Opti Micro Console,Opti Micro Console,EACH,1,$121.43 ,$82.57 ,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,13131,102,B01FAKBT5Y,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1027d,,631-AASS,DELL,631-AASS,Upgrade to Intel Standard Manageability,Upgrade to Intel Standard Manageability,EACH,1,$15.00 ,$10.20 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,106,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1055c,,631-AAUF,DELL,631-AAUF,Intel® vPro Technology Enabled,Intel® vPro Technology Enabled,EACH,1,$40.00 ,$27.20 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,107,B0167N9R8E,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1800b,,858-BBCU,DELL,858-BBCU,"P2016 19.5"" WideScreen Monitor","P2016 19.5"" WideScreen Monitor",EACH,1,$189.99 ,$129.20 ,0.32,Accessories,MONITOR OPTION UPGRADES,Monitor Options Upgrades,13131,104,B0143Q495S,0,,FALSE
TIG,1-13-70-01B,5/5/2016,400a,,909686-51L,DELL,909686-51L,Dell Wyse Z90D7,"Thin Client - Dell Wyse Z90D7 - Dual Core 1.65GHz, 2GB 1600MHz DDR3, Windows Embedded Std 7, USB Keyboard, PS/2 Optical Mouse, 3-Year Limited Hardware Warranty on-site",EACH,1,$679.00 ,$298.76 ,0.56,Desktop,CONFIGURATION (HARDWARE),Thin Client Hardware,13131,109,B00C2AT020,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1015a,,A3793590,DELL,A3793590,6 ft DVI-D Single Link Digital Video Monitor Cable w/ Audio,6 ft DVI-D Single Link Digital Video Monitor Cable w/ Audio,EACH,1,$12.99 ,$8.83 ,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,102,B0000X0VCY,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1014c,,A3881047,DELL,A3881047,H110 2 Stereo Headset,H110 2 Stereo Headset,EACH,1,$14.99 ,$10.19 ,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,109,B003H4QPJQ,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1008a,,A4051228,DELL,A4051228,Comfort wave  Ergonomic keyboard,Comfort wave  Ergonomic keyboard,EACH,1,$79.99 ,$54.39 ,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,102,B003VAHYNC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1012b,,A5950984,DELL,A5950984,Jabra UC Voice 150 USB Duo. Headband INL,Jabra UC Voice 150 USB Duo. Headband INL,EACH,1,$33.99 ,$23.11 ,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,107,B005SDBYK4,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1011b,,A6024088,DELL,A6024088,Wireless mouse M525,Wireless mouse M525,EACH,1,$39.99 ,$27.19 ,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,108,B005KSAOKI,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1010a,,A6107465,DELL,A6107465,K360 wireless keyboard,K360 wireless keyboard,EACH,1,$29.99 ,$20.39 ,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,107,B007PJ4PN2,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1048b,,A6188150,DELL,A6188150,WYSE Displayport (M) TO DVI-D (F) adapter,WYSE Displayport (M) TO DVI-D (F) adapter,EACH,1,$27.55 ,$18.73 ,0.32,Accessories,OPTION UPGRADES,Thin Client Options Upgrades,13131,110,B00737IO2O,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1009b,,A7055994,DELL,A7055994,Performance Ergonomic mouse mx,Performance Ergonomic mouse mx,EACH,1,$99.99 ,$67.99 ,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,108,B002HWRJBM,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1047,,A4049069,DELL,A7287839,KINGSTON DATATRAVELER G4 - USB-FLASHSTAS,KINGSTON DATATRAVELER G4 - USB-FLASHSTAS,EACH,1,$10.99 ,$7.47 ,0.32,Accessories,OPTION UPGRADES,Thin Client Options Upgrades,13131,108,B00G9WHMHC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1058b,,A7639742,DELL,A7639742,C2G 2M Displayport CBL W/ latches,C2G 2M Displayport CBL W/ latches,EACH,1,$15.99 ,$10.87 ,0.32,Accessories,OPTION UPGRADES,Monitor Option/Upgrades,13131,102,B001CLYM6O,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3000a,,TIG-INS-CPU,TIG,TIG-INS-CPU,Installation Services,Installation Services,EACH,1,$40.00 ,$30.80 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,103,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3004,,TIG-SWC-CPU,TIG,TIG-SWC-CPU,Self-Warranty Certification,Self-Warranty Certification,EACH,1,$                   -,$                    -,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,106,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,Non-Core*,,TIG-DLG-CPU,TIG,TIG-DLG-CPU,Deployments & Logistics Services,Deployments & Logistics Services,HOUR,1,$46.00 ,$35.42 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,103,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3007a,,TIG-EMG-CPU,TIG,TIG-EMG-CPU,Emergency Services ( 4 hour response),Emergency Services ( 4 hour response),HOUR,1,$58.00 ,$44.66 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2000b,,"997-8533, 997-8536",DELL,"997-8533, 997-8536",4 Year Basic Hardware Service with 4 Year NBD on-site,4 Year Basic Hardware Service with 4 Year NBD on-site,EACH,1,$188.00 ,$101.52 ,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U,13131,103,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2001b,,"997-8538, 997-8533",DELL,"997-8538, 997-8533",5 Year Basic Hardware Service with NBD on-site,5 Year Basic Hardware Service with NBD on-site,EACH,1,$228.00 ,$123.12 ,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U,13131,106,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2002b,,984-0092,DELL,984-0092,"Keep Your Hard Drive, 3 Years","Keep Your Hard Drive, 3 Years",EACH,1,$20.00 ,$10.80 ,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,13131,105,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2003a,,981-3953,DELL,981-3953,"Keep Your Hard Drive, 4 Years","Keep Your Hard Drive, 4 Years",EACH,1,$25.00 ,$13.50 ,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2004a,,980-7554,DELL,980-7554,"Keep Your Hard Drive, 5 Years","Keep Your Hard Drive, 5 Years",EACH,1,$30.00 ,$16.20 ,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,13131,103,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2007b,,"997-7166, 997-7163",DELL,"997-7166, 997-7163",4 Year Basic Hardware Service with 4 Year NBD Limited Onsite Service After Remote Diagnosis,4 Year Basic Hardware Service with 4 Year NBD Limited Onsite Service After Remote Diagnosis,EACH,1,$372.00 ,$200.88 ,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,13131,106,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2008b,,"997-7163, 997-7168",DELL,"997-7163, 997-7168",5 Year Basic Hardware Service with 5 Year NBD Limited Onsite Service After Remote Diagnosis,5 Year Basic Hardware Service with 5 Year NBD Limited Onsite Service After Remote Diagnosis,EACH,1,$472.00 ,$254.88 ,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,13131,107,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2009a,,984-1772,DELL,984-1772,"Keep Your Hard Drive, 3 Years","Keep Your Hard Drive, 3 Years",EACH,1,$20.00 ,$10.80 ,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2010a,,981-5573,DELL,981-5573,"Keep Your Hard Drive, 4 Years","Keep Your Hard Drive, 4 Years",EACH,1,$25.00 ,$13.50 ,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,13131,110,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2011a,,980-9194,DELL,980-9194,"Keep Your Hard Drive, 5 Years","Keep Your Hard Drive, 5 Years",EACH,1,$30.00 ,$16.20 ,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2012c,,"803-8591, 803-8583",DELL,"803-8591, 803-8583",4 Year Basic Hardware Service with NBD on-site,4 Year Basic Hardware Service with NBD on-site,EACH,1,$178.00 ,$96.12 ,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2013c,,"803-8583, 803-8593",DELL,"803-8583, 803-8593",5 Year Basic Hardware Service with 4 Year NBD on-site,5 Year Basic Hardware Service with 4 Year NBD on-site,EACH,1,$208.00 ,$112.32 ,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,13131,109,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2014a,,A6047259,DELL,A6047259,VL 1 Year Silverchoice Renewal for Z-Class (same as 4 year Basic),VL 1 Year Silverchoice Renewal for Z-Class (same as 4 year Basic),EACH,1,$49.00 ,$26.46 ,0.46,Services,SERVICE OPTION UPGRADES,Thin Client Service O/U,13131,106,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2015a,,A6047260,DELL,A6047260,(2) VL 1 Year Silverchoice Renewal for Z-Class (same as a 5 year basic - but order quantity of 2),(2) VL 1 Year Silverchoice Renewal for Z-Class (same as a 5 year basic - but order quantity of 2),EACH,1,$49.00 ,$26.46 ,0.46,Services,SERVICE OPTION UPGRADES,Thin Client Service O/U,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2016c,,"997-6870, 997-6873",DELL,"997-6870, 997-6873",4 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,4 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,EACH,1,$322.00 ,$173.88 ,0.46,Services,SERVICE OPTION UPGRADES,All In One Service O/U,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2017d,,"997-6870, 997-6875",DELL,"997-6870, 997-6875",5 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,5 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,EACH,1,$342.00 ,$184.68 ,0.46,Services,SERVICE OPTION UPGRADES,All In One Service O/U,13131,106,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2018,,"997-6870, 997-6873",DELL,"997-6870, 997-6873",4 Year Basic Hardware Service with 4 Year NBD on-site,4 Year Basic Hardware Service with 4 Year NBD on-site,EACH,1,$322.00 ,$173.88 ,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U 7040,13131,101,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2019,,"997-6870, 997-6875",DELL,"997-6870, 997-6875",5 Year Basic Hardware Service with 5 Year NBD on-site,5 Year Basic Hardware Service with 5 Year NBD on-site,EACH,1,$342.00 ,$184.68 ,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U 7040,13131,103,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3001a,,TIG-ATG-CPU,TIG,TIG-ATG-CPU,Asset Tagging Services - Customer Provided Tags,Asset Tagging Services - Customer Provided Tags,EACH,1,$10.00 ,$7.70 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3002,,TIG-AIN-CPU,TIG,TIG-AIN-CPU,Asset Information via Internet,Asset Information via Internet,EACH,1,$                   -,$                    -,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,110,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3003a,,TIG-IMG-CPU,TIG,TIG-IMG-CPU,Imaging,Imaging,EACH,1,$27.00 ,$20.79 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3005,,TIG-DIS-CPU,TIG,TIG-DIS-CPU,Take-Back Services,Take-Back Services,EACH,1,$10.00 ,$7.70 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1030b,,338-BFJW,DELL,338-BFJW,"Intel® Xeon® Processor E5-1620 v3 (Quad Core HT, 3.7 GHz Turbo, 10 MB)","Intel® Xeon® Processor E5-1620 v3 (Quad Core HT, 3.7 GHz Turbo, 10 MB)",EACH,1,$340.00 ,$231.20 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,107,B00KB4A2XA,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1031b,,338-BFJV,DELL,338-BFJV,"Intel® Xeon® Processor E5-1660 v3 (Six Core HT, 3.5 GHz Turbo, 12 MB)","Intel® Xeon® Processor E5-1660 v3 (Six Core HT, 3.5 GHz Turbo, 12 MB)",EACH,1,"$1,820.00 ","$1,237.60 ",0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,103,B00KB4A2XA,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1034b,,490-BCCO,DELL,490-BCCO,"NVIDIA® Quadro® K4200 4GB (2 DP, DL-DVI-I) (1 DP to SL-
DVI adapter)","NVIDIA® Quadro® K4200 4GB (2 DP, DL-DVI-I) (1 DP to SL-
DVI adapter)",EACH,1,"$2,200.00 ","$1,496.00 ",0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,107,B00MPXRZE4,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1068,,400-AJKT,DELL,400-AJKT,2.5inch 128GB SSD(3040MFF),2.5inch 128GB SSD(3040MFF),EACH,1,$200.00 ,$136.00 ,0.32,Components,OPTION UPGRADES,Micro Standard Desktop Upgrades,13131,107,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1072,,400-AJCK,DELL,400-AJCK,256GB Solid State Drive,256GB Solid State Drive,EACH,1,$400.00 ,$272.00 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,104,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1801a,,TD2220,VIEWSONIC,TD2220,"22"" Touchscreen monitor","22"" Touchscreen monitor",EACH,1,$445.00 ,$302.60 ,0.32,Accessories,MONITOR OPTION UPGRADES,Monitor Options Upgrades,13131,105,B009F1IKFC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2005a,,"983-7873, 986-4872",DELL,"983-7873, 986-4872",Upgrade 4 Year Warranty Exchange Replacement,Upgrade 4 Year Warranty Exchange Replacement,EACH,1,$39.00 ,$21.06 ,0.46,Services,SERVICE OPTION UPGRADES,Monitor Service O/U,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,2006a,,983-1324,DELL,983-1324,Upgrade 5 Year Warranty Exchange Replacement,Upgrade 5 Year Warranty Exchange Replacement,EACH,1,$49.00 ,$26.46 ,0.46,Services,SERVICE OPTION UPGRADES,Monitor Service O/U,13131,107,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1020c,,490-BCPG,DELL,490-BCPG,AMD Radeon™ R5 340X (2GB DP/DVI-I),AMD Radeon™ R5 340X (2GB DP/DVI-I),EACH,1,$110.00 ,$74.80 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,103,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1022c,,400-AIOY,DELL,400-AIOY,3.5 inch 1TB 7200rpm Hard Disk Drive,3.5 inch 1TB 7200rpm Hard Disk Drive,EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,103,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1026d,,"470-ABLQ, 555- BCMT",DELL,"470-ABLQ, 555- BCMT",Intel® Dual Band Wireless 8260 (802.11ac) + Bluetooth,Intel® Dual Band Wireless 8260 (802.11ac) + Bluetooth,EACH,1,$53.00 ,$36.04 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,104,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1028d,,429-AAVN,DELL,429-AAVN,8x DVD-ROM 9.5mm Optical Disk Drive,8x DVD-ROM 9.5mm Optical Disk Drive,EACH,1,$40.00 ,$27.20 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,104,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1037b,,"400-AETZ, 401- AALE",DELL,"400-AETZ, 401- AALE",2x900GB 2.5inch SAS (10.000 Rpm) Hard Drive,2x900GB 2.5inch SAS (10.000 Rpm) Hard Drive,EACH,1,$729.00 ,$495.72 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,110,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1054c,,400-AMPC,DELL,400-AMPC,M.2 128GB SATA Solid State Drive,M.2 128GB SATA Solid State Drive,EACH,1,$200.00 ,$136.00 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,110,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1056c,,429-AAWE,DELL,429-AAWE,8x DVD-ROM 9.5mm Optical Disk Drive,8x DVD-ROM 9.5mm Optical Disk Drive,EACH,1,$40.00 ,$27.20 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,110,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1057a,,A3793590,DELL,A3793590,"MS - Display cable - DVI-D M - DVI-D M - 6.6 ft  ( included in the 22"" widescreen monitor)","MS - Display cable - DVI-D M - DVI-D M - 6.6 ft  ( included in the 22"" widescreen monitor)",EACH,1,$12.99 ,$8.83 ,0.32,Accessories,OPTION UPGRADES,Monitor Option/Upgrades,13131,104,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1070,,370-ACMQ,DELL,370-ACMQ,16GB (2x8GB) 1600MHz DDR3L Memory,16GB (2x8GB) 1600MHz DDR3L Memory,EACH,1,$260.00 ,$176.80 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,101,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1071,,400-AJKS,DELL,400-AJKS,2.5 128GB SSD,2.5 128GB SSD,EACH,1,$200.00 ,$136.00 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,106,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1074,,490-BCYL,DELL,490-BCYL,AMD Radeon™ R5 340X (2GB DP/DVI-I),AMD Radeon™ R5 340X (2GB DP/DVI-I),EACH,1,$110.00 ,$74.80 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,107,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1077,,370-ACMR,DELL,370-ACMR,"Add 8GB, 16GB total (2x8G) 2133MHz DDR4 Memory (7040 Micro)",8GB - 16GB total (2x8G) 2133MHz DDR4 Memory (7040 Micro),EACH,1,$260.00 ,$176.80 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,109,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1080,,370-ACKD,DELL,370-ACKD,16GB (2x8G) 2133MHz DDR4 Memory (7040),16GB (2x8G) 2133MHz DDR4 Memory (7040),EACH,1,$260.00 ,$176.80 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,107,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1081,,370-ACKC,DELL,370-ACKC,32GB (4x8G) 2133MHz DDR4 Memory,32GB (4x8G) 2133MHz DDR4 Memory,EACH,1,$570.00 ,$387.60 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,107,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1084,,490-BCQT,DELL,490-BCQT,"AMD R5 340X 2GB (DP, DVI)  (5040 MINITOWER)","AMD R5 340X 2GB (DP, DVI)  (5040 MINITOWER)",EACH,1,$110.00 ,$74.80 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,102,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1087,,370-ACHX,DELL,370-ACHX,8GB (2x4G) 2133MHz DDR4 Memory,8GB (2x4G) 2133MHz DDR4 Memory,EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,109,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1089,,400-AKYB,DELL,400-AKYB,256GB PCIe Solid State Drive,256GB PCIe Solid State Drive,EACH,1,$400.00 ,$272.00 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,110,N/A,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,1091,,400-AHZH,DELL,400-AHZH,2.5 inch 500GB 7200rpm FIPS Certified Self-Encrypting Hard Drive,2.5 inch 500GB 7200rpm FIPS Certified Self-Encrypting Hard Drive,EACH,1,$160.00 ,$108.80 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,104,N/A,0,Duplicate,FALSE
TIG,1-13-70-05,10/24/2016,103b,43211900,"210-AIIC, 806-2763",DELL,"210-AIIC, 806-2763","DELL P2217 22"" Widescreen Monitor","P2217 22"" Widescreen Monitor",EACH,1,$219.99 ,$149.59 ,0.32,Accessories,CONFIGURATION (HARDWARE),22 inch Widescreen MONITOR,13131,105,B01FGCJAF2,0,,FALSE
TIG,1-13-70-05,10/24/2016,100c,43211900,"210-AIIJ , 806-2763",DELL,"210-AIIJ , 806-2763","DELL P1917s 19"" Standard Monitor","P1917s 19"" Standard Monitor",EACH,1,$249.99 ,$169.99 ,0.32,Accessories,CONFIGURATION (HARDWARE),19 inch Standard MONITOR,13131,108,B01G3459GG,0,,FALSE
TIG,1-13-70-05,10/24/2016,104c,43211900,"320-9794, 806-2763",DELL,"210-AIIM, 806-2763","DELL P2417H 24"" Widescreen Monitor","P2417H 24"" Widescreen Monitor",EACH,1,$299.99 ,$203.99 ,0.32,Accessories,CONFIGURATION (HARDWARE),24 inch Widescreen MONITOR,13131,105,B01FGCJE26,0,,FALSE
TIG,1-13-70-05,10/24/2016,106d,43211900,"210-AJGT, 810-6396",DELL,"210-AJGT, 810-6396","DELL UP3017 30"" Widescreen Monitor","UP3017 30"" Widescreen Monitor",EACH,1,"$1,399.99 ",$951.99 ,0.32,Accessories,CONFIGURATION (HARDWARE),30 inch Widescreen MONITOR,13131,108,B01HQNTAMW,0,,FALSE
